bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
1.16993,1.17015,1.17028,1.16992,1.17002,1.17025,1.17035,1.17002,734
1.17015,1.17029,1.17044,1.17015,1.17025,1.17038,1.17053,1.17025,698
1.17029,1.17021,1.17034,1.17013,1.17038,1.17031,1.17043,1.17022,674
1.17021,1.17034,1.17034,1.17018,1.17031,1.17043,1.17043,1.17028,314
1.17034,1.17061,1.17069,1.17029,1.17043,1.1707,1.17078,1.17038,452
1.17061,1.17053,1.17079,1.1705,1.1707,1.17062,1.17088,1.17058,601
1.17053,1.1709,1.17095,1.17044,1.17062,1.17098,1.17103,1.17052,743
1.1709,1.17078,1.171,1.17068,1.17098,1.17087,1.17109,1.17077,686
1.17078,1.1705,1.17094,1.17013,1.17087,1.17058,1.17103,1.17022,925
1.1705,1.17041,1.17061,1.17029,1.17058,1.17049,1.1707,1.17036,638
1.17041,1.17043,1.17058,1.17039,1.17049,1.17051,1.17066,1.17046,567
1.17043,1.17029,1.17049,1.17008,1.17051,1.17038,1.17057,1.17017,529
1.17029,1.17076,1.17083,1.1702,1.17038,1.17085,1.17091,1.17029,611
1.17076,1.17095,1.17115,1.17075,1.17085,1.17104,1.17124,1.17084,1112
1.17095,1.17057,1.17101,1.17054,1.17104,1.17066,1.17109,1.17063,552
1.17057,1.17055,1.17061,1.17039,1.17066,1.17064,1.17069,1.17048,701
1.17055,1.17046,1.17057,1.17022,1.17064,1.17055,1.17066,1.1703,982
1.17046,1.17077,1.17089,1.17045,1.17055,1.17085,1.17096,1.17052,583
1.17077,1.17076,1.17087,1.17065,1.17085,1.17084,1.17096,1.17074,668
1.17076,1.17103,1.1711,1.17059,1.17084,1.17111,1.17118,1.17067,644
1.17103,1.17071,1.17109,1.17064,1.17111,1.1708,1.17118,1.17073,889
1.17071,1.17076,1.17085,1.1704,1.1708,1.17085,1.17094,1.17048,723
1.17076,1.17075,1.17088,1.17073,1.17085,1.17084,1.17096,1.17081,333
1.17075,1.17092,1.17102,1.1707,1.17084,1.17101,1.17111,1.17079,963
1.17092,1.17102,1.17114,1.17079,1.17101,1.17111,1.17123,1.17088,832
1.17102,1.17103,1.17113,1.17091,1.17111,1.17111,1.17122,1.17099,1025
1.17103,1.17154,1.17167,1.17094,1.17111,1.17162,1.17174,1.17102,762
1.17154,1.17156,1.17163,1.17137,1.17162,1.17166,1.17172,1.17146,632
1.17156,1.17163,1.17165,1.17141,1.17166,1.17172,1.17173,1.1715,527
1.17163,1.1717,1.17174,1.17161,1.17172,1.17179,1.17183,1.17169,281
1.1717,1.17173,1.17175,1.17162,1.17179,1.17182,1.17183,1.17171,253
1.17173,1.17155,1.17174,1.1715,1.17182,1.17164,1.17182,1.17157,277
1.17155,1.17162,1.17169,1.17151,1.17164,1.17171,1.17176,1.17158,357
1.17162,1.17163,1.17166,1.17154,1.17171,1.17171,1.17175,1.17162,411
1.17163,1.17172,1.17202,1.17157,1.17171,1.17181,1.1721,1.17166,798
1.17172,1.17168,1.17186,1.17156,1.17181,1.17177,1.17196,1.17165,375
1.17168,1.17167,1.17173,1.17152,1.17177,1.17176,1.17182,1.17161,493
1.17167,1.17163,1.17169,1.17154,1.17176,1.17171,1.17177,1.17162,230
1.17163,1.17142,1.17164,1.17127,1.17171,1.17151,1.17172,1.17136,265
1.17142,1.17142,1.17158,1.17139,1.17151,1.1715,1.17167,1.17147,401
1.17142,1.17157,1.17164,1.17138,1.1715,1.17167,1.17173,1.17146,523
1.17157,1.17141,1.17179,1.17141,1.17167,1.1715,1.17187,1.1715,297
1.17141,1.17132,1.17144,1.17132,1.1715,1.1714,1.17152,1.1714,292
1.17132,1.17147,1.17154,1.17132,1.1714,1.17155,1.17163,1.17141,251
1.17147,1.17127,1.17154,1.17126,1.17155,1.17135,1.17161,1.17135,225
1.17127,1.17093,1.17128,1.17088,1.17135,1.17101,1.17136,1.17097,337
1.17093,1.17123,1.17129,1.17093,1.17101,1.17132,1.17138,1.17101,363
1.17123,1.1711,1.17128,1.17108,1.17132,1.17119,1.17137,1.17116,205
1.1711,1.17134,1.17134,1.17107,1.17119,1.17141,1.17142,1.17115,231
1.17134,1.17135,1.17148,1.17127,1.17141,1.17143,1.17155,1.17135,427
1.17135,1.17128,1.17139,1.17119,1.17143,1.17137,1.17147,1.17126,218
1.17128,1.17138,1.17142,1.17129,1.17137,1.17147,1.17151,1.17137,159
1.17138,1.17138,1.1715,1.17131,1.17147,1.17146,1.17158,1.1714,324
1.17138,1.17148,1.17154,1.17131,1.17146,1.17157,1.17162,1.1714,219
1.17148,1.17139,1.17148,1.17132,1.17157,1.17147,1.17157,1.1714,179
1.17139,1.17145,1.1715,1.17138,1.17147,1.17153,1.17157,1.17146,158
1.17145,1.17142,1.17151,1.17133,1.17153,1.17149,1.17157,1.17141,130
1.17142,1.17143,1.17147,1.17127,1.17149,1.1715,1.17156,1.17136,291
1.17143,1.17124,1.17144,1.17122,1.1715,1.17132,1.17152,1.1713,258
1.17124,1.17141,1.17165,1.17124,1.17132,1.17149,1.17173,1.17133,449
1.17141,1.17158,1.17164,1.17139,1.17149,1.17167,1.17173,1.17147,757
1.17158,1.17148,1.17169,1.17129,1.17167,1.17157,1.17177,1.17136,658
1.17148,1.17144,1.17156,1.17136,1.17157,1.17152,1.17164,1.17144,629
1.17144,1.17149,1.1717,1.17139,1.17152,1.17157,1.17179,1.17146,592
1.17149,1.17144,1.17155,1.17137,1.17157,1.17151,1.17164,1.17145,599
1.17144,1.17169,1.17173,1.17128,1.17151,1.17177,1.1718,1.17135,687
1.17169,1.17176,1.17184,1.1716,1.17177,1.17185,1.17194,1.17168,684
1.17176,1.17163,1.17186,1.17162,1.17185,1.17171,1.17194,1.17171,452
1.17163,1.17128,1.17167,1.1712,1.17171,1.17137,1.17174,1.17129,464
1.17128,1.17097,1.17134,1.17092,1.17137,1.17105,1.17141,1.171,472
1.17097,1.17096,1.17101,1.17026,1.17105,1.17104,1.17109,1.17034,1668
1.17096,1.17058,1.17099,1.17052,1.17104,1.17067,1.17106,1.1706,1337
1.17058,1.17041,1.17077,1.17035,1.17067,1.17049,1.17087,1.17044,1378
1.17041,1.17052,1.17106,1.17036,1.17049,1.1706,1.17116,1.17045,2200
1.17052,1.17034,1.17098,1.17032,1.1706,1.17043,1.17106,1.17039,1604
1.17034,1.16951,1.17038,1.16938,1.17043,1.16959,1.17044,1.16946,2706
1.16951,1.17,1.17,1.16939,1.16959,1.17007,1.17007,1.16948,2007
1.17,1.17034,1.17034,1.16987,1.17007,1.17042,1.17042,1.16996,1201
1.17034,1.16987,1.17046,1.16986,1.17042,1.16995,1.17056,1.16993,1876
1.16987,1.16943,1.16989,1.16937,1.16995,1.16952,1.16998,1.16945,1967
1.16943,1.16928,1.16953,1.16908,1.16952,1.16938,1.1696,1.16916,1947
1.16928,1.16927,1.16952,1.16917,1.16938,1.16935,1.16961,1.16924,1719
1.16927,1.16941,1.16948,1.16878,1.16935,1.1695,1.16957,1.16887,2901
1.16941,1.1698,1.17006,1.16924,1.1695,1.16991,1.17014,1.16933,2280
1.1698,1.16956,1.17017,1.1695,1.16991,1.16965,1.17026,1.1696,2068
1.16956,1.16972,1.16985,1.16946,1.16965,1.16981,1.16995,1.16955,1422
1.16972,1.16982,1.16991,1.16952,1.16981,1.1699,1.17001,1.16959,1619
1.16982,1.16979,1.16991,1.16948,1.1699,1.16987,1.17,1.16956,2236
1.16979,1.16942,1.1699,1.16911,1.16987,1.16951,1.16997,1.16918,3412
1.16942,1.1695,1.17016,1.16941,1.16951,1.16959,1.17025,1.16951,3010
1.1695,1.16933,1.16967,1.16909,1.16959,1.16941,1.16974,1.16916,2576
1.16933,1.16952,1.16958,1.16873,1.16941,1.1696,1.16966,1.16881,3011
1.16952,1.16891,1.16958,1.16882,1.1696,1.16899,1.16967,1.16889,1954
1.16891,1.16855,1.16911,1.16845,1.16899,1.16865,1.16919,1.16854,1890
1.16855,1.16794,1.16881,1.16766,1.16865,1.16803,1.16889,1.16774,3421
1.16794,1.16775,1.16795,1.1674,1.16803,1.16786,1.16804,1.16749,2921
1.16775,1.16821,1.16827,1.16765,1.16786,1.16829,1.16835,1.16773,2295
1.16821,1.16788,1.16832,1.16777,1.16829,1.16795,1.16841,1.16784,1891
1.16788,1.16743,1.16788,1.16692,1.16795,1.16751,1.16796,1.16699,2711
1.16743,1.16748,1.16784,1.16731,1.16751,1.16755,1.16792,1.16739,1803
1.16748,1.16735,1.16755,1.16707,1.16755,1.16744,1.16764,1.16717,2538
1.16735,1.16724,1.16794,1.16722,1.16744,1.16732,1.16804,1.16729,2571
1.16724,1.16751,1.16755,1.16703,1.16732,1.16759,1.16764,1.16706,2221
1.16751,1.16751,1.16826,1.16749,1.16759,1.16761,1.16834,1.16758,2460
1.16751,1.16758,1.16775,1.16722,1.16761,1.16766,1.16784,1.1673,1741
1.16758,1.16723,1.16773,1.16723,1.16766,1.16732,1.16782,1.16732,1420
1.16723,1.16728,1.16766,1.16702,1.16732,1.16737,1.16774,1.16711,2911
1.16728,1.16661,1.16766,1.16661,1.16737,1.16671,1.16774,1.16671,2798
1.16661,1.16657,1.16683,1.16626,1.16671,1.16664,1.16694,1.16634,3886
1.16657,1.16668,1.16689,1.16642,1.16664,1.16677,1.16698,1.16651,3015
1.16668,1.16653,1.1669,1.16624,1.16677,1.1666,1.16698,1.16632,2346
1.16653,1.16642,1.16678,1.16628,1.1666,1.1665,1.16687,1.16636,2957
1.16642,1.16517,1.16659,1.16511,1.1665,1.16526,1.16668,1.16521,4233
1.16517,1.16543,1.16564,1.16507,1.16526,1.16552,1.16572,1.16514,4206
1.16543,1.16598,1.16605,1.16525,1.16552,1.16608,1.16614,1.16533,3682
1.16598,1.16572,1.16614,1.16542,1.16608,1.1658,1.16623,1.16551,2551
1.16572,1.16594,1.16603,1.16547,1.1658,1.16603,1.1661,1.16555,2392
1.16594,1.16598,1.16638,1.16581,1.16603,1.16607,1.16647,1.16589,2919
1.16598,1.16611,1.16615,1.16577,1.16607,1.16619,1.16623,1.16584,2613
1.16611,1.16599,1.16641,1.16593,1.16619,1.16609,1.16649,1.16602,2490
1.16599,1.1657,1.16641,1.16555,1.16609,1.16578,1.16648,1.16562,3011
1.1657,1.16618,1.16635,1.16566,1.16578,1.16627,1.16644,1.16573,2036
1.16618,1.16664,1.16674,1.16614,1.16627,1.16673,1.16682,1.16621,1651
1.16664,1.16658,1.16679,1.16643,1.16673,1.16667,1.16686,1.16651,2876
1.16658,1.16633,1.16667,1.16627,1.16667,1.16643,1.16676,1.16635,2189
1.16633,1.16674,1.1668,1.16621,1.16643,1.16682,1.16688,1.1663,1785
1.16674,1.16658,1.16685,1.16637,1.16682,1.16667,1.16693,1.16644,1618
1.16658,1.16689,1.16694,1.16647,1.16667,1.16698,1.16702,1.16655,1307
1.16689,1.16669,1.16692,1.16655,1.16698,1.16677,1.16701,1.16664,1540
1.16669,1.16694,1.16705,1.16653,1.16677,1.16702,1.16713,1.16661,1665
1.16694,1.16688,1.1671,1.16659,1.16702,1.16696,1.16718,1.16667,2196
1.16688,1.16663,1.16694,1.16649,1.16696,1.1667,1.16702,1.16657,1452
1.16663,1.16657,1.16677,1.16644,1.1667,1.16663,1.16683,1.16651,1086
1.16657,1.16698,1.16704,1.16653,1.16663,1.16707,1.16713,1.16661,1480
1.16698,1.16739,1.16754,1.16693,1.16707,1.16747,1.1676,1.16701,1580
1.16739,1.16738,1.16758,1.16705,1.16747,1.16747,1.16766,1.16713,2047
1.16738,1.16772,1.16787,1.16722,1.16747,1.1678,1.16796,1.16732,1330
1.16772,1.16748,1.16787,1.1673,1.1678,1.16757,1.16794,1.16739,1614
1.16748,1.16732,1.16754,1.1672,1.16757,1.16739,1.16762,1.16729,1532
1.16732,1.16686,1.16734,1.1668,1.16739,1.16694,1.16741,1.16689,866
1.16686,1.1666,1.16691,1.16639,1.16694,1.16669,1.167,1.16647,1248
1.1666,1.16737,1.16741,1.16653,1.16669,1.16744,1.1675,1.1666,1375
1.16737,1.16701,1.16752,1.16699,1.16744,1.16709,1.16759,1.16708,1574
1.16701,1.16695,1.16725,1.16678,1.16709,1.16703,1.16734,1.16685,1307
1.16695,1.16716,1.16731,1.16687,1.16703,1.16725,1.16741,1.16696,1466
1.16716,1.16729,1.1676,1.16717,1.16725,1.16738,1.16769,1.16724,1871
1.16729,1.16769,1.1681,1.16724,1.16738,1.16778,1.16817,1.16732,2322
1.16769,1.16764,1.16783,1.1672,1.16778,1.16773,1.16791,1.16728,1820
1.16764,1.16809,1.16819,1.16728,1.16773,1.16819,1.16827,1.16737,2071
1.16809,1.16798,1.1684,1.16792,1.16819,1.16807,1.1685,1.16802,2489
1.16798,1.16764,1.16813,1.16754,1.16807,1.16773,1.16821,1.16763,1766
1.16764,1.16721,1.16773,1.16713,1.16773,1.1673,1.16782,1.16721,1453
1.16721,1.16703,1.16754,1.16694,1.1673,1.16713,1.16761,1.16702,1819
1.16703,1.16706,1.16744,1.16698,1.16713,1.16715,1.16754,1.16705,1089
1.16706,1.16735,1.16741,1.16682,1.16715,1.16743,1.16749,1.16691,1509
1.16735,1.16659,1.16735,1.16651,1.16743,1.16668,1.16743,1.16659,2680
1.16659,1.16647,1.16679,1.16629,1.16668,1.16655,1.16688,1.16636,1886
1.16647,1.16708,1.16708,1.16642,1.16655,1.16718,1.16718,1.1665,2106
1.16708,1.16684,1.16724,1.16672,1.16718,1.16692,1.16732,1.16681,1784
1.16684,1.16675,1.16726,1.16672,1.16692,1.16683,1.16732,1.1668,1566
1.16675,1.1672,1.1673,1.1667,1.16683,1.16728,1.16738,1.16678,1747
1.1672,1.1665,1.16735,1.16649,1.16728,1.16658,1.16744,1.16658,2164
1.1665,1.16602,1.16659,1.166,1.16658,1.16612,1.16666,1.16609,3261
1.16602,1.16631,1.16641,1.16598,1.16612,1.16637,1.16651,1.16605,1852
1.16631,1.16645,1.16661,1.16622,1.16637,1.16654,1.16671,1.1663,1746
1.16645,1.16641,1.16659,1.16636,1.16654,1.1665,1.16668,1.16644,1224
1.16641,1.16652,1.16676,1.16623,1.1665,1.16659,1.16684,1.16629,1734
1.16652,1.16682,1.1671,1.1663,1.16659,1.1669,1.16717,1.16638,2056
1.16682,1.16561,1.16693,1.16559,1.1669,1.1657,1.16701,1.16567,2703
1.16561,1.1654,1.16605,1.16498,1.1657,1.16547,1.16612,1.16507,3250
1.1654,1.16549,1.16554,1.16508,1.16547,1.16557,1.16563,1.16515,2772
1.16549,1.16533,1.16571,1.16526,1.16557,1.16542,1.1658,1.16534,1667
1.16533,1.1658,1.16593,1.16524,1.16542,1.16589,1.16602,1.16532,1709
1.1658,1.16526,1.16595,1.16525,1.16589,1.16536,1.16603,1.16534,1778
1.16526,1.16561,1.16575,1.16497,1.16536,1.16569,1.16584,1.16503,2346
1.16561,1.16608,1.16621,1.16561,1.16569,1.16617,1.16627,1.16568,2302
1.16608,1.16671,1.16685,1.16599,1.16617,1.1668,1.16691,1.16607,2241
1.16671,1.16655,1.1668,1.16615,1.1668,1.16663,1.16688,1.16624,2543
1.16655,1.16706,1.16707,1.16639,1.16663,1.16714,1.16715,1.16647,2709
1.16706,1.16722,1.16726,1.16677,1.16714,1.1673,1.16734,1.16685,1525
1.16722,1.16687,1.16746,1.16679,1.1673,1.16695,1.16752,1.16688,1470
1.16687,1.16673,1.16707,1.1666,1.16695,1.16681,1.16714,1.16669,1734
1.16673,1.16718,1.16739,1.1667,1.16681,1.16725,1.16748,1.16678,1477
1.16718,1.16693,1.16763,1.16692,1.16725,1.16701,1.1677,1.16699,1506
1.16693,1.16695,1.16748,1.16693,1.16701,1.16703,1.16756,1.167,1314
1.16695,1.16648,1.16713,1.1664,1.16703,1.16657,1.16721,1.16647,1382
1.16648,1.16751,1.16755,1.16646,1.16657,1.16759,1.16763,1.16654,1374
1.16751,1.16723,1.16769,1.16712,1.16759,1.16731,1.16776,1.1672,1744
1.16723,1.16703,1.16723,1.16677,1.16731,1.16711,1.16729,1.16685,1891
1.16703,1.16749,1.16753,1.16698,1.16711,1.16758,1.1676,1.16707,1315
1.16749,1.16734,1.16759,1.16726,1.16758,1.16743,1.16768,1.16734,1397
1.16734,1.16721,1.16738,1.16698,1.16743,1.1673,1.16746,1.16708,959
1.16721,1.16649,1.16729,1.16646,1.1673,1.16657,1.16736,1.16654,1220
1.16649,1.16671,1.16695,1.16648,1.16657,1.16679,1.16701,1.16656,1709
1.16671,1.1666,1.16704,1.16657,1.16679,1.16669,1.16711,1.16666,880
1.1666,1.1667,1.1667,1.16627,1.16669,1.16679,1.16679,1.16635,820
1.1667,1.16668,1.16684,1.16642,1.16679,1.16677,1.16693,1.16651,834
1.16668,1.16635,1.16676,1.16627,1.16677,1.16644,1.16684,1.16635,843
1.16635,1.16604,1.16635,1.16593,1.16644,1.16612,1.16644,1.16602,1334
1.16604,1.16585,1.16628,1.16578,1.16612,1.16592,1.16636,1.16586,975
1.16585,1.16592,1.16598,1.16571,1.16592,1.16601,1.16607,1.16578,1235
1.16592,1.16577,1.16625,1.16552,1.16601,1.16585,1.16634,1.16559,1384
1.16577,1.1658,1.16582,1.16532,1.16585,1.16588,1.16591,1.16539,1147
1.1658,1.16578,1.16607,1.16572,1.16588,1.16584,1.16615,1.16579,897
1.16578,1.16533,1.16577,1.16529,1.16584,1.16543,1.16584,1.16536,1349
1.16533,1.16413,1.16542,1.16396,1.16543,1.16421,1.1655,1.16404,2576
1.16413,1.1639,1.16414,1.16344,1.16421,1.16398,1.16423,1.16352,2117
1.1639,1.16426,1.16431,1.1639,1.16398,1.16434,1.1644,1.16399,962
1.16426,1.16446,1.16465,1.16425,1.16434,1.16453,1.16473,1.16434,1051
1.16446,1.16444,1.16455,1.1642,1.16453,1.16453,1.16463,1.16429,917
1.16444,1.16469,1.1649,1.16441,1.16453,1.16479,1.165,1.16449,1193
1.16469,1.16425,1.16469,1.16385,1.16479,1.16433,1.16479,1.16392,1914
1.16425,1.1643,1.1645,1.16419,1.16433,1.16438,1.16459,1.16429,1264
1.1643,1.16415,1.16439,1.16403,1.16438,1.16422,1.16448,1.16412,1007
1.16415,1.1645,1.1645,1.16414,1.16422,1.16459,1.16459,1.16422,869
1.1645,1.16429,1.1648,1.16411,1.16459,1.16439,1.16488,1.16417,1020
1.16429,1.16438,1.16471,1.16429,1.16439,1.16447,1.1648,1.16436,722
1.16438,1.16476,1.16499,1.16439,1.16447,1.16484,1.16507,1.16447,711
1.16476,1.1648,1.16484,1.16467,1.16484,1.16489,1.16493,1.16475,436
1.1648,1.16471,1.16484,1.16465,1.16489,1.16479,1.16492,1.16473,496
1.16471,1.1645,1.16474,1.16437,1.16479,1.16459,1.16481,1.16443,415
1.1645,1.16445,1.16454,1.16439,1.16459,1.16451,1.16461,1.16446,308
1.16445,1.16455,1.16455,1.1643,1.16451,1.16464,1.16464,1.16435,700
1.16455,1.16453,1.16465,1.16445,1.16464,1.16462,1.16474,1.16453,489
1.16453,1.16464,1.16477,1.16448,1.16462,1.16472,1.16485,1.16455,1100
1.16464,1.16505,1.16508,1.16463,1.16472,1.16513,1.16517,1.16471,1145
1.16505,1.16519,1.16539,1.16481,1.16513,1.16526,1.16546,1.16489,1260
1.16519,1.16526,1.16531,1.16492,1.16526,1.16534,1.16539,1.16501,803
1.16526,1.1649,1.1653,1.16484,1.16534,1.16497,1.16537,1.16492,902
1.1649,1.16489,1.16514,1.16487,1.16497,1.16498,1.16521,1.16494,547
1.16489,1.16466,1.165,1.16466,1.16498,1.16474,1.16507,1.16473,531
1.16466,1.16452,1.16466,1.16437,1.16474,1.16461,1.16473,1.16444,1022
1.16452,1.16421,1.16452,1.16417,1.16461,1.16428,1.16461,1.16425,646
1.16421,1.16394,1.16422,1.16394,1.16428,1.16403,1.16429,1.16403,932
1.16394,1.16398,1.16413,1.16388,1.16403,1.16406,1.16421,1.16395,983
1.16398,1.16385,1.164,1.16369,1.16406,1.16393,1.16407,1.16378,1081
1.16385,1.16365,1.16389,1.16355,1.16393,1.16374,1.16397,1.16364,1274
1.16365,1.16436,1.16441,1.16365,1.16374,1.16444,1.16449,1.16373,1577
1.16436,1.16436,1.16436,1.16411,1.16444,1.16444,1.16444,1.1642,730
1.16436,1.16424,1.16445,1.16424,1.16444,1.16433,1.16453,1.16432,187
1.16424,1.16448,1.16448,1.16419,1.16433,1.16457,1.16457,1.16427,122
1.16448,1.16466,1.16467,1.16448,1.16457,1.16474,1.16476,1.16456,448
1.16466,1.16482,1.16482,1.16458,1.16474,1.1649,1.1649,1.16466,146
1.16482,1.16496,1.16511,1.1648,1.1649,1.16505,1.16518,1.16488,579
1.16496,1.16504,1.16517,1.16491,1.16505,1.16514,1.16524,1.165,371
1.16504,1.16482,1.16506,1.16476,1.16514,1.1649,1.16514,1.16484,230
1.16482,1.16472,1.16487,1.16462,1.1649,1.16479,1.16495,1.1647,298
1.16472,1.16467,1.16473,1.16454,1.16479,1.16476,1.1648,1.16462,268
1.16467,1.16462,1.16472,1.16456,1.16476,1.16469,1.16482,1.16465,273
1.16462,1.16459,1.16501,1.16454,1.16469,1.16496,1.16511,1.16465,556
1.16459,1.16452,1.16457,1.1645,1.16496,1.16466,1.16509,1.16465,52
1.16452,1.16459,1.16468,1.1645,1.16466,1.16486,1.16501,1.16463,41
1.16459,1.16465,1.16478,1.16459,1.16486,1.16492,1.16501,1.16483,48
1.16465,1.16465,1.16472,1.16461,1.16492,1.16491,1.16495,1.16477,173
1.16465,1.16456,1.16472,1.16456,1.16491,1.16476,1.16498,1.16475,117
1.16456,1.16464,1.16465,1.16456,1.16476,1.1648,1.16488,1.16475,173
1.16464,1.16466,1.16477,1.16464,1.1648,1.16477,1.16488,1.16476,147
1.16466,1.16466,1.16483,1.16464,1.16477,1.16483,1.16502,1.16476,422
1.16466,1.16469,1.16477,1.16466,1.16483,1.16486,1.16501,1.16479,464
1.16469,1.16473,1.16478,1.16463,1.16486,1.16485,1.16493,1.16481,477
1.16473,1.16468,1.16474,1.16463,1.16485,1.16487,1.16489,1.1648,866
1.16468,1.16458,1.16474,1.16457,1.16487,1.1648,1.16489,1.16479,691
1.16458,1.16491,1.16494,1.16452,1.1648,1.16498,1.16503,1.16471,316
1.16491,1.16475,1.16492,1.16475,1.16498,1.16486,1.16502,1.16486,126
1.16475,1.16471,1.16486,1.16464,1.16486,1.16481,1.16495,1.16474,253
1.16471,1.165,1.165,1.1647,1.16481,1.1651,1.1651,1.16481,276
1.165,1.16495,1.16512,1.16485,1.1651,1.16504,1.16522,1.16495,242
1.16495,1.16471,1.16495,1.1647,1.16504,1.16481,1.16504,1.1648,73
1.16471,1.16482,1.16491,1.16469,1.16481,1.16491,1.16501,1.16479,229
1.16482,1.16501,1.16502,1.16482,1.16491,1.16511,1.16511,1.16492,175
1.16501,1.16498,1.16506,1.16496,1.16511,1.16508,1.16515,1.16505,87
1.16498,1.16491,1.16501,1.1647,1.16508,1.16501,1.1651,1.1648,303
1.16491,1.1648,1.1649,1.16477,1.16501,1.1649,1.165,1.16487,188
1.1648,1.16495,1.16496,1.16479,1.1649,1.16505,1.16505,1.1649,77
1.16495,1.1649,1.16505,1.16478,1.16505,1.16501,1.16513,1.16487,218
1.1649,1.16511,1.16511,1.16486,1.16501,1.1652,1.1652,1.16496,149
1.16511,1.16517,1.16517,1.16506,1.1652,1.16527,1.16527,1.16516,174
1.16517,1.16512,1.16517,1.16505,1.16527,1.16521,1.16527,1.16515,239
1.16512,1.16511,1.16518,1.16505,1.16521,1.1652,1.16526,1.16514,316
1.16511,1.16511,1.16518,1.16505,1.1652,1.1652,1.16527,1.16514,438
1.16511,1.16512,1.16513,1.16506,1.1652,1.1652,1.16521,1.16515,107
1.16512,1.16507,1.16511,1.16496,1.1652,1.16515,1.1652,1.16504,332
1.16507,1.16502,1.16508,1.165,1.16515,1.1651,1.16516,1.16508,269
1.16502,1.16502,1.16505,1.16496,1.1651,1.1651,1.16513,1.16505,124
1.16502,1.16496,1.16502,1.16495,1.1651,1.16505,1.16511,1.16504,99
1.16496,1.1649,1.16503,1.16488,1.16505,1.165,1.16512,1.16496,151
1.1649,1.16461,1.16492,1.1644,1.165,1.1647,1.165,1.16448,1349
1.16461,1.16466,1.1647,1.16434,1.1647,1.16475,1.16479,1.16444,871
1.16466,1.1648,1.16489,1.16459,1.16475,1.1649,1.16497,1.16468,604
1.1648,1.16487,1.16487,1.1647,1.1649,1.16495,1.16496,1.16478,379
1.16487,1.16491,1.16503,1.16476,1.16495,1.165,1.16511,1.16485,623
1.16491,1.16496,1.16503,1.16483,1.165,1.16505,1.1651,1.16492,552
1.16496,1.16498,1.16507,1.16488,1.16505,1.16507,1.16515,1.16496,424
1.16498,1.16496,1.16507,1.16494,1.16507,1.16504,1.16514,1.16501,482
1.16496,1.165,1.16504,1.16493,1.16504,1.16508,1.16513,1.16501,237
1.165,1.16517,1.16524,1.16498,1.16508,1.16525,1.16533,1.16506,937
1.16517,1.16523,1.16532,1.16501,1.16525,1.1653,1.16541,1.16509,1268
1.16523,1.16541,1.16544,1.16511,1.1653,1.1655,1.16551,1.1652,1024
1.16541,1.16529,1.16541,1.16512,1.1655,1.16538,1.16549,1.16521,1053
1.16529,1.16547,1.16554,1.1653,1.16538,1.16556,1.16562,1.16538,791
1.16547,1.16552,1.16555,1.16539,1.16556,1.1656,1.16563,1.16547,293
1.16552,1.16557,1.16575,1.16536,1.1656,1.16566,1.16583,1.16545,1561
1.16557,1.16577,1.16588,1.16556,1.16566,1.16586,1.16597,1.16564,590
1.16577,1.16593,1.16593,1.16572,1.16586,1.16602,1.16602,1.16581,431
1.16593,1.16552,1.16596,1.16547,1.16602,1.16561,1.16605,1.16555,1156
1.16552,1.16507,1.16559,1.16503,1.16561,1.16515,1.16567,1.16511,1125
1.16507,1.16512,1.16533,1.16491,1.16515,1.1652,1.16541,1.16499,1025
1.16512,1.16542,1.16549,1.16492,1.1652,1.16551,1.16557,1.16501,2045
1.16542,1.16507,1.16548,1.16503,1.16551,1.16516,1.16556,1.16511,850
1.16507,1.16527,1.16537,1.16502,1.16516,1.16535,1.16545,1.16511,995
1.16527,1.16505,1.1654,1.16497,1.16535,1.16514,1.16547,1.16505,785
1.16505,1.16519,1.1654,1.16497,1.16514,1.16527,1.16547,1.16506,752
1.16519,1.16547,1.16548,1.16512,1.16527,1.16556,1.16557,1.1652,663
1.16547,1.16557,1.16569,1.16537,1.16556,1.16565,1.16577,1.16545,976
1.16557,1.16562,1.16577,1.16557,1.16565,1.1657,1.16586,1.16565,418
1.16562,1.16563,1.16573,1.16552,1.1657,1.16571,1.16581,1.1656,788
1.16563,1.16538,1.16569,1.16526,1.16571,1.16546,1.16576,1.16534,663
1.16538,1.1655,1.16566,1.16531,1.16546,1.16558,1.16574,1.1654,552
1.1655,1.16544,1.16558,1.1654,1.16558,1.16553,1.16567,1.16549,416
1.16544,1.16537,1.16548,1.16526,1.16553,1.16546,1.16556,1.16536,411
1.16537,1.16528,1.16543,1.16521,1.16546,1.16536,1.16551,1.16529,246
1.16528,1.16527,1.16533,1.1651,1.16536,1.16535,1.16541,1.16518,576
1.16527,1.16512,1.16526,1.16492,1.16535,1.16521,1.16535,1.165,687
1.16512,1.1663,1.16637,1.16507,1.16521,1.1664,1.16647,1.16516,1748
1.1663,1.16596,1.1663,1.16577,1.1664,1.16605,1.16639,1.16586,1726
1.16596,1.16581,1.16612,1.1657,1.16605,1.1659,1.16621,1.16578,796
1.16581,1.16576,1.16581,1.1655,1.1659,1.16584,1.1659,1.16558,777
1.16576,1.16591,1.166,1.16558,1.16584,1.16599,1.16608,1.16565,558
1.16591,1.16591,1.16622,1.16581,1.16599,1.166,1.16631,1.1659,815
